Unnamed: 0,close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,stock_code,volume
0,22603.0,2025-03-12 09:15:00,NFO,27-MAR-2025,22616.35,22592.4,22600.0,17582925,Futures,NIFTY,109350
1,22609.4,2025-03-12 09:16:00,NFO,27-MAR-2025,22609.4,22590.0,22603.0,17582925,Futures,NIFTY,78975
2,22612.0,2025-03-12 09:17:00,NFO,27-MAR-2025,22612.4,22600.5,22609.4,17582925,Futures,NIFTY,60225
3,22612.7,2025-03-12 09:18:00,NFO,27-MAR-2025,22614.95,22607.0,22613.2,17595525,Futures,NIFTY,57750
4,22586.0,2025-03-12 09:19:00,NFO,27-MAR-2025,22610.1,22585.75,22610.1,17595525,Futures,NIFTY,29925
5,22554.65,2025-03-12 09:20:00,NFO,27-MAR-2025,22584.95,22553.1,22584.95,17595525,Futures,NIFTY,56550
6,22555.4,2025-03-12 09:21:00,NFO,27-MAR-2025,22563.05,22545.95,22558.05,17643600,Futures,NIFTY,63000
7,22546.75,2025-03-12 09:22:00,NFO,27-MAR-2025,22557.8,22543.0,22555.85,17643600,Futures,NIFTY,42375
8,22557.95,2025-03-12 09:23:00,NFO,27-MAR-2025,22559.75,22546.75,22546.75,17643600,Futures,NIFTY,33075
9,22566.5,2025-03-12 09:24:00,NFO,27-MAR-2025,22571.75,22559.0,22559.0,17673150,Futures,NIFTY,41475
10,22544.5,2025-03-12 09:25:00,NFO,27-MAR-2025,22568.25,22544.5,22566.5,17673150,Futures,NIFTY,28275
11,22531.9,2025-03-12 09:26:00,NFO,27-MAR-2025,22541.9,22525.95,22541.9,17673150,Futures,NIFTY,67575
12,22516.95,2025-03-12 09:27:00,NFO,27-MAR-2025,22534.9,22513.85,22532.0,17693775,Futures,NIFTY,59850
13,22512.15,2025-03-12 09:28:00,NFO,27-MAR-2025,22521.0,22511.6,22517.0,17693775,Futures,NIFTY,30450
14,22512.05,2025-03-12 09:29:00,NFO,27-MAR-2025,22525.0,22512.05,22514.25,17693775,Futures,NIFTY,28050
15,22506.5,2025-03-12 09:30:00,NFO,27-MAR-2025,22513.65,22501.0,22512.05,17683125,Futures,NIFTY,82050
16,22512.45,2025-03-12 09:31:00,NFO,27-MAR-2025,22519.95,22510.05,22512.35,17683125,Futures,NIFTY,32025
17,22512.0,2025-03-12 09:32:00,NFO,27-MAR-2025,22515.0,22500.5,22510.0,17683125,Futures,NIFTY,36075
18,22510.5,2025-03-12 09:33:00,NFO,27-MAR-2025,22511.95,22505.3,22511.95,17706600,Futures,NIFTY,17025
19,22511.05,2025-03-12 09:34:00,NFO,27-MAR-2025,22517.75,22505.45,22511.0,17706600,Futures,NIFTY,43725
20,22506.0,2025-03-12 09:35:00,NFO,27-MAR-2025,22516.15,22495.0,22516.15,17706600,Futures,NIFTY,49725
21,22517.35,2025-03-12 09:36:00,NFO,27-MAR-2025,22517.35,22501.3,22506.0,17704275,Futures,NIFTY,24525
22,22524.65,2025-03-12 09:37:00,NFO,27-MAR-2025,22536.55,22515.0,22515.0,17704275,Futures,NIFTY,47400
23,22527.0,2025-03-12 09:38:00,NFO,27-MAR-2025,22527.8,22520.05,22524.65,17704275,Futures,NIFTY,15075
24,22533.0,2025-03-12 09:39:00,NFO,27-MAR-2025,22539.0,22526.95,22527.85,17630850,Futures,NIFTY,17250
25,22532.0,2025-03-12 09:40:00,NFO,27-MAR-2025,22535.0,22522.0,22533.0,17630850,Futures,NIFTY,11025
26,22540.0,2025-03-12 09:41:00,NFO,27-MAR-2025,22545.4,22531.95,22532.0,17630850,Futures,NIFTY,27300
27,22539.4,2025-03-12 09:42:00,NFO,27-MAR-2025,22540.85,22527.95,22539.9,17635200,Futures,NIFTY,17250
28,22536.9,2025-03-12 09:43:00,NFO,27-MAR-2025,22543.7,22534.55,22540.0,17635200,Futures,NIFTY,19050
29,22520.95,2025-03-12 09:44:00,NFO,27-MAR-2025,22538.55,22515.0,22535.05,17635200,Futures,NIFTY,25650
30,22507.85,2025-03-12 09:45:00,NFO,27-MAR-2025,22521.55,22487.0,22521.55,17649000,Futures,NIFTY,71400
31,22505.05,2025-03-12 09:46:00,NFO,27-MAR-2025,22523.6,22505.0,22506.05,17649000,Futures,NIFTY,18150
32,22516.0,2025-03-12 09:47:00,NFO,27-MAR-2025,22516.0,22504.35,22504.35,17649000,Futures,NIFTY,13725
33,22536.1,2025-03-12 09:48:00,NFO,27-MAR-2025,22536.1,22514.45,22516.0,17641950,Futures,NIFTY,18675
34,22548.0,2025-03-12 09:49:00,NFO,27-MAR-2025,22555.9,22541.0,22541.0,17641950,Futures,NIFTY,29850
35,22558.5,2025-03-12 09:50:00,NFO,27-MAR-2025,22559.0,22545.05,22547.4,17641950,Futures,NIFTY,18450
36,22554.0,2025-03-12 09:51:00,NFO,27-MAR-2025,22559.0,22552.1,22557.05,17641500,Futures,NIFTY,17850
37,22552.0,2025-03-12 09:52:00,NFO,27-MAR-2025,22555.0,22545.0,22553.25,17641500,Futures,NIFTY,8625
38,22545.0,2025-03-12 09:53:00,NFO,27-MAR-2025,22558.95,22545.0,22553.05,17641500,Futures,NIFTY,7725
39,22535.15,2025-03-12 09:54:00,NFO,27-MAR-2025,22548.3,22535.15,22546.75,17643675,Futures,NIFTY,10875
40,22527.65,2025-03-12 09:55:00,NFO,27-MAR-2025,22540.0,22521.0,22540.0,17643675,Futures,NIFTY,13050
41,22518.0,2025-03-12 09:56:00,NFO,27-MAR-2025,22532.1,22512.15,22527.65,17643675,Futures,NIFTY,11400
42,22522.8,2025-03-12 09:57:00,NFO,27-MAR-2025,22529.55,22513.95,22517.15,17644275,Futures,NIFTY,11325
43,22512.6,2025-03-12 09:58:00,NFO,27-MAR-2025,22522.75,22510.0,22522.0,17644275,Futures,NIFTY,17925
44,22514.0,2025-03-12 09:59:00,NFO,27-MAR-2025,22520.0,22511.0,22512.45,17644275,Futures,NIFTY,7200
45,22501.95,2025-03-12 10:00:00,NFO,27-MAR-2025,22521.3,22501.95,22514.4,17654775,Futures,NIFTY,19275
46,22497.0,2025-03-12 10:01:00,NFO,27-MAR-2025,22510.0,22494.1,22501.1,17654775,Futures,NIFTY,23775
47,22491.25,2025-03-12 10:02:00,NFO,27-MAR-2025,22500.0,22490.0,22496.0,17654775,Futures,NIFTY,18225
48,22495.0,2025-03-12 10:03:00,NFO,27-MAR-2025,22499.95,22490.0,22491.15,17655750,Futures,NIFTY,16875
49,22475.8,2025-03-12 10:04:00,NFO,27-MAR-2025,22495.0,22470.0,22495.0,17655750,Futures,NIFTY,89700
50,22472.05,2025-03-12 10:05:00,NFO,27-MAR-2025,22483.85,22466.7,22476.0,17655750,Futures,NIFTY,42900
51,22480.15,2025-03-12 10:06:00,NFO,27-MAR-2025,22485.0,22472.0,22472.0,17656575,Futures,NIFTY,25350
52,22475.0,2025-03-12 10:07:00,NFO,27-MAR-2025,22485.0,22475.0,22483.45,17656575,Futures,NIFTY,17100
53,22477.4,2025-03-12 10:08:00,NFO,27-MAR-2025,22484.3,22473.05,22475.0,17656575,Futures,NIFTY,17625
54,22478.9,2025-03-12 10:09:00,NFO,27-MAR-2025,22480.0,22473.0,22475.0,17652825,Futures,NIFTY,13725
55,22474.35,2025-03-12 10:10:00,NFO,27-MAR-2025,22474.7,22461.0,22472.0,17652825,Futures,NIFTY,47175
56,22482.0,2025-03-12 10:11:00,NFO,27-MAR-2025,22489.0,22471.4,22474.35,17652825,Futures,NIFTY,26400
57,22483.85,2025-03-12 10:12:00,NFO,27-MAR-2025,22492.8,22481.4,22482.0,17644875,Futures,NIFTY,11175
58,22476.0,2025-03-12 10:13:00,NFO,27-MAR-2025,22484.85,22476.0,22483.85,17644875,Futures,NIFTY,7125
59,22468.5,2025-03-12 10:14:00,NFO,27-MAR-2025,22480.05,22465.0,22477.0,17644875,Futures,NIFTY,17700
60,22455.1,2025-03-12 10:15:00,NFO,27-MAR-2025,22470.0,22452.5,22468.4,17651850,Futures,NIFTY,40800
61,22465.0,2025-03-12 10:16:00,NFO,27-MAR-2025,22471.75,22451.15,22453.45,17651850,Futures,NIFTY,33975
62,22476.85,2025-03-12 10:17:00,NFO,27-MAR-2025,22478.4,22461.0,22464.7,17651850,Futures,NIFTY,24225
63,22467.0,2025-03-12 10:18:00,NFO,27-MAR-2025,22478.2,22465.05,22476.85,17677425,Futures,NIFTY,23250
64,22475.0,2025-03-12 10:19:00,NFO,27-MAR-2025,22475.0,22462.2,22465.0,17677425,Futures,NIFTY,15225
65,22480.0,2025-03-12 10:20:00,NFO,27-MAR-2025,22480.0,22466.1,22471.0,17677425,Futures,NIFTY,6825
66,22485.0,2025-03-12 10:21:00,NFO,27-MAR-2025,22487.9,22475.6,22480.0,17693700,Futures,NIFTY,20250
67,22480.0,2025-03-12 10:22:00,NFO,27-MAR-2025,22487.0,22475.25,22483.1,17693700,Futures,NIFTY,18900
68,22475.55,2025-03-12 10:23:00,NFO,27-MAR-2025,22480.4,22471.0,22480.4,17693700,Futures,NIFTY,9525
69,22470.0,2025-03-12 10:24:00,NFO,27-MAR-2025,22477.25,22468.1,22477.25,17698800,Futures,NIFTY,6900
70,22472.15,2025-03-12 10:25:00,NFO,27-MAR-2025,22474.85,22468.0,22470.55,17698800,Futures,NIFTY,12000
71,22475.75,2025-03-12 10:26:00,NFO,27-MAR-2025,22476.7,22467.05,22472.65,17698800,Futures,NIFTY,5775
72,22465.0,2025-03-12 10:27:00,NFO,27-MAR-2025,22476.3,22465.0,22475.75,17701125,Futures,NIFTY,8025
73,22467.4,2025-03-12 10:28:00,NFO,27-MAR-2025,22472.15,22464.0,22465.0,17701125,Futures,NIFTY,9750
74,22468.0,2025-03-12 10:29:00,NFO,27-MAR-2025,22469.2,22464.35,22466.35,17701125,Futures,NIFTY,6525
75,22461.85,2025-03-12 10:30:00,NFO,27-MAR-2025,22470.7,22460.0,22468.05,17706300,Futures,NIFTY,9225
76,22469.0,2025-03-12 10:31:00,NFO,27-MAR-2025,22469.0,22460.0,22461.1,17706300,Futures,NIFTY,10275
77,22479.9,2025-03-12 10:32:00,NFO,27-MAR-2025,22481.0,22465.15,22469.0,17706300,Futures,NIFTY,7650
78,22485.0,2025-03-12 10:33:00,NFO,27-MAR-2025,22485.0,22474.0,22475.1,17712150,Futures,NIFTY,7425
79,22484.95,2025-03-12 10:34:00,NFO,27-MAR-2025,22485.0,22480.05,22485.0,17712150,Futures,NIFTY,18825
80,22479.3,2025-03-12 10:35:00,NFO,27-MAR-2025,22485.0,22475.0,22485.0,17712150,Futures,NIFTY,9675
81,22500.0,2025-03-12 10:36:00,NFO,27-MAR-2025,22507.0,22479.1,22479.3,17722950,Futures,NIFTY,30900
82,22494.8,2025-03-12 10:37:00,NFO,27-MAR-2025,22504.4,22494.35,22503.3,17722950,Futures,NIFTY,43725
83,22482.05,2025-03-12 10:38:00,NFO,27-MAR-2025,22494.35,22480.05,22493.2,17722950,Futures,NIFTY,26175
84,22489.45,2025-03-12 10:39:00,NFO,27-MAR-2025,22491.05,22484.0,22484.0,17737200,Futures,NIFTY,12825
85,22484.0,2025-03-12 10:40:00,NFO,27-MAR-2025,22490.0,22480.0,22489.45,17737200,Futures,NIFTY,8925
86,22493.25,2025-03-12 10:41:00,NFO,27-MAR-2025,22495.0,22480.95,22484.0,17737200,Futures,NIFTY,11025
87,22495.0,2025-03-12 10:42:00,NFO,27-MAR-2025,22499.0,22489.65,22492.75,17740500,Futures,NIFTY,4200
88,22499.0,2025-03-12 10:43:00,NFO,27-MAR-2025,22499.0,22492.2,22495.0,17740500,Futures,NIFTY,5325
89,22493.0,2025-03-12 10:44:00,NFO,27-MAR-2025,22503.4,22493.0,22499.5,17740500,Futures,NIFTY,11400
90,22495.0,2025-03-12 10:45:00,NFO,27-MAR-2025,22500.0,22493.0,22493.0,17740350,Futures,NIFTY,6450
91,22491.1,2025-03-12 10:46:00,NFO,27-MAR-2025,22497.95,22490.65,22495.0,17740350,Futures,NIFTY,4350
92,22480.0,2025-03-12 10:47:00,NFO,27-MAR-2025,22491.6,22477.0,22491.05,17740350,Futures,NIFTY,15825
93,22474.7,2025-03-12 10:48:00,NFO,27-MAR-2025,22480.0,22472.15,22480.0,17744550,Futures,NIFTY,7125
94,22470.3,2025-03-12 10:49:00,NFO,27-MAR-2025,22478.55,22470.3,22475.55,17744550,Futures,NIFTY,11025
95,22470.0,2025-03-12 10:50:00,NFO,27-MAR-2025,22473.0,22470.0,22470.35,17744550,Futures,NIFTY,4425
96,22472.55,2025-03-12 10:51:00,NFO,27-MAR-2025,22475.0,22470.4,22471.0,17746500,Futures,NIFTY,2625
97,22456.0,2025-03-12 10:52:00,NFO,27-MAR-2025,22472.5,22455.0,22472.5,17746500,Futures,NIFTY,15825
98,22455.35,2025-03-12 10:53:00,NFO,27-MAR-2025,22458.0,22442.4,22456.0,17746500,Futures,NIFTY,76050
99,22456.65,2025-03-12 10:54:00,NFO,27-MAR-2025,22459.9,22452.9,22455.0,17746575,Futures,NIFTY,15450
100,22455.0,2025-03-12 10:55:00,NFO,27-MAR-2025,22456.65,22447.6,22456.65,17746575,Futures,NIFTY,13275
101,22461.7,2025-03-12 10:56:00,NFO,27-MAR-2025,22464.35,22450.2,22455.0,17746575,Futures,NIFTY,8400
102,22457.75,2025-03-12 10:57:00,NFO,27-MAR-2025,22464.7,22453.9,22464.25,17756475,Futures,NIFTY,4275
103,22454.55,2025-03-12 10:58:00,NFO,27-MAR-2025,22459.05,22452.0,22457.45,17756475,Futures,NIFTY,8550
104,22453.95,2025-03-12 10:59:00,NFO,27-MAR-2025,22458.0,22452.6,22454.55,17756475,Futures,NIFTY,5400
105,22460.9,2025-03-12 11:00:00,NFO,27-MAR-2025,22460.9,22453.6,22459.75,17757900,Futures,NIFTY,10800
106,22466.65,2025-03-12 11:01:00,NFO,27-MAR-2025,22466.65,22454.9,22457.0,17757900,Futures,NIFTY,6750
107,22452.1,2025-03-12 11:02:00,NFO,27-MAR-2025,22464.45,22451.0,22464.45,17757900,Futures,NIFTY,6000
108,22445.05,2025-03-12 11:03:00,NFO,27-MAR-2025,22456.6,22444.0,22452.1,17764350,Futures,NIFTY,13350
109,22449.25,2025-03-12 11:04:00,NFO,27-MAR-2025,22453.95,22445.05,22445.05,17764350,Futures,NIFTY,4800
0,22603.0,2025-03-12 09:15:00,NFO,27-MAR-2025,22616.35,22592.4,22600.0,17582925,Futures,NIFTY,109350
1,22609.4,2025-03-12 09:16:00,NFO,27-MAR-2025,22609.4,22590.0,22603.0,17582925,Futures,NIFTY,78975
0,22603.0,2025-03-12 09:15:00,NFO,27-MAR-2025,22616.35,22592.4,22600.0,17582925,Futures,NIFTY,109350
1,22609.4,2025-03-12 09:16:00,NFO,27-MAR-2025,22609.4,22590.0,22603.0,17582925,Futures,NIFTY,78975
2,22612.0,2025-03-12 09:17:00,NFO,27-MAR-2025,22612.4,22600.5,22609.4,17582925,Futures,NIFTY,60225
3,22612.7,2025-03-12 09:18:00,NFO,27-MAR-2025,22614.95,22607.0,22613.2,17595525,Futures,NIFTY,57750
4,22586.0,2025-03-12 09:19:00,NFO,27-MAR-2025,22610.1,22585.75,22610.1,17595525,Futures,NIFTY,29925
5,22554.65,2025-03-12 09:20:00,NFO,27-MAR-2025,22584.95,22553.1,22584.95,17595525,Futures,NIFTY,56550
6,22555.4,2025-03-12 09:21:00,NFO,27-MAR-2025,22563.05,22545.95,22558.05,17643600,Futures,NIFTY,63000
7,22546.75,2025-03-12 09:22:00,NFO,27-MAR-2025,22557.8,22543.0,22555.85,17643600,Futures,NIFTY,42375
8,22557.95,2025-03-12 09:23:00,NFO,27-MAR-2025,22559.75,22546.75,22546.75,17643600,Futures,NIFTY,33075
9,22566.5,2025-03-12 09:24:00,NFO,27-MAR-2025,22571.75,22559.0,22559.0,17673150,Futures,NIFTY,41475
10,22544.5,2025-03-12 09:25:00,NFO,27-MAR-2025,22568.25,22544.5,22566.5,17673150,Futures,NIFTY,28275
11,22531.9,2025-03-12 09:26:00,NFO,27-MAR-2025,22541.9,22525.95,22541.9,17673150,Futures,NIFTY,67575
12,22516.95,2025-03-12 09:27:00,NFO,27-MAR-2025,22534.9,22513.85,22532.0,17693775,Futures,NIFTY,59850
13,22512.15,2025-03-12 09:28:00,NFO,27-MAR-2025,22521.0,22511.6,22517.0,17693775,Futures,NIFTY,30450
14,22512.05,2025-03-12 09:29:00,NFO,27-MAR-2025,22525.0,22512.05,22514.25,17693775,Futures,NIFTY,28050
15,22506.5,2025-03-12 09:30:00,NFO,27-MAR-2025,22513.65,22501.0,22512.05,17683125,Futures,NIFTY,82050
16,22512.45,2025-03-12 09:31:00,NFO,27-MAR-2025,22519.95,22510.05,22512.35,17683125,Futures,NIFTY,32025
17,22512.0,2025-03-12 09:32:00,NFO,27-MAR-2025,22515.0,22500.5,22510.0,17683125,Futures,NIFTY,36075
18,22510.5,2025-03-12 09:33:00,NFO,27-MAR-2025,22511.95,22505.3,22511.95,17706600,Futures,NIFTY,17025
19,22511.05,2025-03-12 09:34:00,NFO,27-MAR-2025,22517.75,22505.45,22511.0,17706600,Futures,NIFTY,43725
20,22506.0,2025-03-12 09:35:00,NFO,27-MAR-2025,22516.15,22495.0,22516.15,17706600,Futures,NIFTY,49725
21,22517.35,2025-03-12 09:36:00,NFO,27-MAR-2025,22517.35,22501.3,22506.0,17704275,Futures,NIFTY,24525
22,22524.65,2025-03-12 09:37:00,NFO,27-MAR-2025,22536.55,22515.0,22515.0,17704275,Futures,NIFTY,47400
23,22527.0,2025-03-12 09:38:00,NFO,27-MAR-2025,22527.8,22520.05,22524.65,17704275,Futures,NIFTY,15075
24,22533.0,2025-03-12 09:39:00,NFO,27-MAR-2025,22539.0,22526.95,22527.85,17630850,Futures,NIFTY,17250
25,22532.0,2025-03-12 09:40:00,NFO,27-MAR-2025,22535.0,22522.0,22533.0,17630850,Futures,NIFTY,11025
26,22540.0,2025-03-12 09:41:00,NFO,27-MAR-2025,22545.4,22531.95,22532.0,17630850,Futures,NIFTY,27300
27,22539.4,2025-03-12 09:42:00,NFO,27-MAR-2025,22540.85,22527.95,22539.9,17635200,Futures,NIFTY,17250
28,22536.9,2025-03-12 09:43:00,NFO,27-MAR-2025,22543.7,22534.55,22540.0,17635200,Futures,NIFTY,19050
29,22520.95,2025-03-12 09:44:00,NFO,27-MAR-2025,22538.55,22515.0,22535.05,17635200,Futures,NIFTY,25650
30,22507.85,2025-03-12 09:45:00,NFO,27-MAR-2025,22521.55,22487.0,22521.55,17649000,Futures,NIFTY,71400
31,22505.05,2025-03-12 09:46:00,NFO,27-MAR-2025,22523.6,22505.0,22506.05,17649000,Futures,NIFTY,18150
32,22516.0,2025-03-12 09:47:00,NFO,27-MAR-2025,22516.0,22504.35,22504.35,17649000,Futures,NIFTY,13725
33,22536.1,2025-03-12 09:48:00,NFO,27-MAR-2025,22536.1,22514.45,22516.0,17641950,Futures,NIFTY,18675
34,22548.0,2025-03-12 09:49:00,NFO,27-MAR-2025,22555.9,22541.0,22541.0,17641950,Futures,NIFTY,29850
35,22558.5,2025-03-12 09:50:00,NFO,27-MAR-2025,22559.0,22545.05,22547.4,17641950,Futures,NIFTY,18450
36,22554.0,2025-03-12 09:51:00,NFO,27-MAR-2025,22559.0,22552.1,22557.05,17641500,Futures,NIFTY,17850
37,22552.0,2025-03-12 09:52:00,NFO,27-MAR-2025,22555.0,22545.0,22553.25,17641500,Futures,NIFTY,8625
38,22545.0,2025-03-12 09:53:00,NFO,27-MAR-2025,22558.95,22545.0,22553.05,17641500,Futures,NIFTY,7725
39,22535.15,2025-03-12 09:54:00,NFO,27-MAR-2025,22548.3,22535.15,22546.75,17643675,Futures,NIFTY,10875
40,22527.65,2025-03-12 09:55:00,NFO,27-MAR-2025,22540.0,22521.0,22540.0,17643675,Futures,NIFTY,13050
41,22518.0,2025-03-12 09:56:00,NFO,27-MAR-2025,22532.1,22512.15,22527.65,17643675,Futures,NIFTY,11400
42,22522.8,2025-03-12 09:57:00,NFO,27-MAR-2025,22529.55,22513.95,22517.15,17644275,Futures,NIFTY,11325
43,22512.6,2025-03-12 09:58:00,NFO,27-MAR-2025,22522.75,22510.0,22522.0,17644275,Futures,NIFTY,17925
44,22514.0,2025-03-12 09:59:00,NFO,27-MAR-2025,22520.0,22511.0,22512.45,17644275,Futures,NIFTY,7200
45,22501.95,2025-03-12 10:00:00,NFO,27-MAR-2025,22521.3,22501.95,22514.4,17654775,Futures,NIFTY,19275
46,22497.0,2025-03-12 10:01:00,NFO,27-MAR-2025,22510.0,22494.1,22501.1,17654775,Futures,NIFTY,23775
47,22491.25,2025-03-12 10:02:00,NFO,27-MAR-2025,22500.0,22490.0,22496.0,17654775,Futures,NIFTY,18225
48,22495.0,2025-03-12 10:03:00,NFO,27-MAR-2025,22499.95,22490.0,22491.15,17655750,Futures,NIFTY,16875
49,22475.8,2025-03-12 10:04:00,NFO,27-MAR-2025,22495.0,22470.0,22495.0,17655750,Futures,NIFTY,89700
50,22472.05,2025-03-12 10:05:00,NFO,27-MAR-2025,22483.85,22466.7,22476.0,17655750,Futures,NIFTY,42900
51,22480.15,2025-03-12 10:06:00,NFO,27-MAR-2025,22485.0,22472.0,22472.0,17656575,Futures,NIFTY,25350
52,22475.0,2025-03-12 10:07:00,NFO,27-MAR-2025,22485.0,22475.0,22483.45,17656575,Futures,NIFTY,17100
